ceeb,school_name,state,latitude,longitude,us_region,is_school_match,is_public_hs,is_private_hs,sector,has_nu_analytics,has_nu_data,crime_risk_need,crime_risk_adv,educational_attainment_need,educational_attainment_adv,family_stability_need,family_stability_adv,housing_stability_need,housing_stability_adv,median_family_income_need,median_family_income_adv,socio_need_index,ap_offered,ap_tests_taken,ap_participation,ap_intensity_src,ap_score_nu,ap_pct_students_nu,ap_tests_offered,ap_take_rate,dual_enrollment_offered,dual_enrollment_rate,testtaker_rate,sat_participation_nu,sat_score_nu,act_composite_il,grad_rate_2021,frl_rate,enrollment_9_12,grade_9,grade_10,grade_11,grade_12,child_poverty_saipe,per_pupil_state_local,leaid,district_total_revenue,per_resident_child_funding_total,per_resident_child_funding_state_local,funding_source,percent_going_to_college_mid,percent_going_to_4yr_college_mid,percent_federal_lunch_aid_mid,percent_first_gen_college_mid,number_of_ap_classes_offered_mid,size_of_senior_class_mid,ap_capstone,setting,ib_flag_candidate,ib_programme_count,meets_min_size,crdc_ib_enrollment,ib_flag_v2,ib_flag_v2_source,rigor_score,rigor_tier_num,rigor_tier_label,rigor_n_components_used,rigor_components_available,rigor_weighting_scheme,rigor_tier_method,rigor_tier_num_quantile,rigor_tier_label_quantile,funding_tier,sat_percentile_by_us_region,sat_percentile_by_funding_tier,sat_percentile_by_rigor_tier_label
000927,Hillsdale Free Will Baptist Cl,,35.5514,-97.4075,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001038,Nova Southeastern U Hlth Sci,,25.9286,-80.183,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001053,McCarrie Sch Health Sci & Tech,,39.9487,-75.1593,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001068,Bloomngtn-Normal Sch Radiogrph,,40.5124,-88.9883,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001104,Clarksville Baptist College,,36.5107,-87.2757,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001116,Westrn State U Coll Law Fllrtn,,,,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001128,Spertus College,,41.8712,-87.6277,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001157,Intrnatl Brotherhood Elec Wrks,,42.281,-87.95,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001209,Troy State University Ft Benng,,32.3923,-84.9315,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001344,Hebrew Union College Ca,,34.0294,-118.2871,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001432,Yeshivat Mikdash Melech,,40.6225,-73.965,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001507,Northup Anne M,,38.2507,-85.7476,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001521,Macomb Cmty Coll Center Campus,,42.5164,-82.9832,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001549,Univ Central Del Caribe,,18.17977,-66.113556,,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001582,Yeshiva Karlin Stolin Beth,,40.6179,-73.9856,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001616,Atlanta Bible College,,33.5849,-84.3247,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001650,Interior Design Institute,,39.688,-104.9108,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001692,Northestrn Oh Univ Coll Med,,41.0995,-81.2026,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001741,Sue Bennett College,,37.1549,-84.0961,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001749,Metropolitan Cmty College Il,,38.6427,-90.1387,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001751,Prog Med Tech Bowman Gray Sch,,36.0275,-80.2073,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001787,Northland Baptist Bible Coll,,45.6009,-88.1067,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001791,Lyme Academy Coll Fine Arts,,41.3347,-72.3086,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001824,Univ Northern California,,38.2507,-122.6155,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001863,Univ Wisc Madison Med School,,43.0769,-89.4094,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001868,St Josephs Hosp Radiologic Tec,,40.3884,-75.9631,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001873,Valparaiso Tech Institute,,41.4905,-87.0761,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001934,Devry University Long Beach Ca,,41.8799,-87.9782,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001940,Florida Metro Univ Lakeland,,28.0381,-81.9392,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001946,New College Global Studies,,37.1387,-80.548,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001962,Sawyer Thomas C,,38.8933,-77.0146,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
001964,Howard U Satellite Summer Enrc,,38.8933,-77.0146,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002019,Abington Memorial Hospital,,40.1567,-75.1269,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002028,Altoona Hospital School Nrsng,,40.5209,-78.4089,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002060,Medical Coll of VA,,37.5406,-77.4316,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002109,Crouse Hospital,,43.0354,-76.1282,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002120,Touro Coll Physical Therapy Pr,,40.7375,-73.9813,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002123,Community C Alleghny Co South,,40.3606,-79.9086,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002128,Conemaugh Valley Meml Hospital,,40.3072,-78.943,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002132,Citizens General Hospital,,40.5616,-79.7129,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002136,Flagler Career Institute,,30.2787,-81.5831,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002143,Community C Alleghny Co S Hnrs,,40.3606,-79.9086,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002148,Heald Coll Sch Tech Martinez,,37.9864,-122.135,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002156,Community C Alleghny Co Alghny,,40.429,-79.7623,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002170,Rutgers U Cook College,,40.2805,-74.712,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002187,American Institute,,33.5097,-112.0678,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002189,"All Saints Univ America, Inc.",,40.8116,-73.955,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002218,Century Business College,,32.7466,-117.1636,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002229,Electronic Inst Pittsburgh PA,,40.4308,-79.9205,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002238,Concorde Career Inst Ca,,33.8186,-117.9729,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002251,Craft Institute,,39.9487,-75.1593,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002310,Helene Fuld Sch Nursing Trnton,,40.251,-74.7627,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002319,Itt Technical Inst Garland,,32.8794,-96.6411,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002326,Institute International Ed Ny,,40.7517,-73.9707,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002337,Jameson Memorial Hospital,,41.0241,-80.3454,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002374,Lancaster General Coll Nursing,,40.0335,-76.2844,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002385,Crown College Tn,,36.0435,-84.04,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002402,National Educ Cntr Harrisburg,,40.2721,-76.8017,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002427,Mountainside Hospital,,40.8131,-74.2165,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002442,Mercer Medical Center,,40.2805,-74.712,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002446,Pueblo Coll Business Tech,,38.2441,-104.6278,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002454,Resource Ctr Handicapped,,47.7559,-122.3003,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002462,Monroe College New Rochelle,,40.9166,-73.7877,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002464,Sawyer School,,40.4477,-79.9933,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002477,Bryn Mawr Coll Div Spec Stds,,40.0236,-75.3295,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002485,Grand Island College,,40.9219,-98.3411,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002529,La Salle University La,,30.4207,-90.0589,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002546,West Virginia Business Coll,,40.1027,-80.6476,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002555,Trinity Coll Nrsng Allied Hlth,,41.4913,-90.5648,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002587,Lexington Baptist College,,38.0702,-84.591,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002588,Hawaii Tokai International Col,,21.2941,-157.8284,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002594,Columbia U Sch Continuing Educ,,40.8116,-73.955,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002604,Potomac College MD,,39.0496,-77.1204,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002605,Gutenberg College,,44.0385,-123.0614,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002618,Puerto Rico Baptist College,,18.17977,-66.113556,,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002622,Baptist Bible College West,,33.8867,-118.1265,US - West,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002624,Ohio Valley General Hospital,,40.4717,-80.0876,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002632,Christian Life College,,42.0624,-87.9377,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002639,Penn View Bible Institute,,40.8574,-77.0649,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002671,New School/Joffrey Program,,40.7402,-73.9996,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002673,Talented Youth Search,,39.9307,-91.3763,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002693,Pottsville Hospital,,40.684,-76.2123,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002746,Queens Coll Early Admissions,,40.728,-73.8195,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002772,Reading Hospital,,40.4389,-75.8853,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002789,Rutgers U Coll Nursing,,40.2805,-74.712,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002839,Rutgers U Coll Pharmacy,,40.2805,-74.712,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002846,Suffolk Co Cc Riverhead,,40.8699,-73.0448,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002862,Somerset Co Tech Institute,,40.5904,-74.6267,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002864,St Georges Univ Sch Arts Sci,,40.7051,-73.243,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002880,Weiner Anthony,,38.8933,-77.0146,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002885,Sweeney John,,38.8933,-77.0146,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002913,Wood Tobe-Coburn School,,40.7515487670898,-73.9812316894531,,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002940,Univ Pittsburgh Genl Studies,,40.444,-79.9552,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
002983,Westrn Pennsylvania Hospital,,40.4642,-79.9448,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003017,American Motorcycle Institute,,29.1419,-81.1402,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003018,American Marine Institute,,29.1419,-81.1402,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003019,American Computer Institute,,29.1419,-81.1402,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003055,Lincoln Tech Inst Norridge Il,,41.9643,-87.8162,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003060,Lincoln Tech Inst Oak Lawn Il,,41.7143,-87.7516,US - Illinois,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003061,Lincoln Business Institute,,39.9723,-75.0607,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003109,Briarcliffe College Lynbrook,,40.6571,-73.6741,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003111,Briarcliffe College Patchogue,,40.7609,-72.9871,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003117,Ohio Bible College,,41.9345,-80.5803,US - Midwest,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003138,Earl Paulk Institute,,33.6954,-84.2489,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003169,Goucher Coll Post-Bacc Pre-Med,,39.4072,-76.6038,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003359,Beth Benjamin Academy Ct,,41.0531,-73.539,US - Northeast,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
003361,National School Technology,,25.9286,-80.183,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
